Outlet_ID,Outlet_Name,Staff_Score,Workforce_Category,Workforce_Alert_Level,Latest_Scheduling_Status,Marketing_Score,Effectiveness_Category,Marketing_Alert_Level,Average_Campaign_ROI,Inventory_Score,High_Risk_SKUs,Recommended_Replenishment_Units,Inventory_Priority,Inventory_Action,Inventory_Status,Operational_Health_Score,Cross_Functional_Risks,Primary_Focus_Area,Operational_Priority,Operational_Insight,Recommended_Action
OUT0355,Franchise Outlet 0355,59.05,Needs Improvement,High,Overstaffed,52.41,Moderate,Medium,1.79,100.0,0,473,Low,NO_ACTION,Healthy,69.01,2,Marketing,Medium,Operational health is 69.0/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0356,Franchise Outlet 0356,68.39,Meets Expectations,Medium,Overstaffed,53.3,Moderate,Medium,1.13,35.0,0,621,Medium,REORDER,Low,53.09,3,Inventory,High,Operational health is 53.1/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 621 replenishment units before the next demand cycle.
OUT0357,Franchise Outlet 0357,56.39,Needs Improvement,High,Overstaffed,45.38,Moderate,High,1.25,35.0,0,550,Medium,REORDER,Low,46.12,3,Inventory,High,Operational health is 46.1/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 550 replenishment units before the next demand cycle.
OUT0358,Franchise Outlet 0358,72.07,Meets Expectations,Low,Balanced,52.48,Moderate,High,2.18,100.0,0,369,Medium,MONITOR_WASTAGE,Healthy,73.59,1,Marketing,Medium,Operational health is 73.6/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0359,Franchise Outlet 0359,92.29,Top Performer,Medium,Understaffed,74.31,Moderate,Low,2.75,100.0,0,1807,Low,NO_ACTION,Healthy,88.31,0,Marketing,Low,Operational health is 88.3/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0360,Franchise Outlet 0360,65.47,Needs Improvement,High,Overstaffed,58.89,Moderate,Medium,1.69,100.0,0,467,Low,NO_ACTION,Healthy,73.53,2,Marketing,Medium,Operational health is 73.5/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0361,Franchise Outlet 0361,91.74,Top Performer,Medium,Understaffed,75.51,High Performing,Low,2.68,35.0,0,2107,Medium,REORDER,Low,69.04,1,Inventory,Medium,Operational health is 69.0/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,107 replenishment units before the next demand cycle."
OUT0362,Franchise Outlet 0362,77.47,Meets Expectations,Medium,Understaffed,53.37,Moderate,Medium,1.89,35.0,0,666,Medium,REORDER,Low,56.29,2,Inventory,High,Operational health is 56.3/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 666 replenishment units before the next demand cycle.
OUT0363,Franchise Outlet 0363,71.23,Meets Expectations,Low,Balanced,56.67,Moderate,Low,1.22,35.0,0,614,Medium,REORDER,Low,55.26,2,Inventory,Medium,Operational health is 55.3/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 614 replenishment units before the next demand cycle.
OUT0364,Franchise Outlet 0364,66.37,Meets Expectations,Medium,Overstaffed,52.04,Moderate,Medium,1.97,10.0,1,999,High,URGENT_REORDER,Critical,44.44,3,Inventory,High,Operational health is 44.4/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,Complete the inventory action and plan 999 replenishment units before the next demand cycle.
OUT0365,Franchise Outlet 0365,60.98,Needs Improvement,High,Overstaffed,47.52,Moderate,Medium,1.68,100.0,0,440,Low,NO_ACTION,Healthy,67.97,2,Marketing,Medium,Operational health is 68.0/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0366,Franchise Outlet 0366,62.16,Needs Improvement,High,Overstaffed,48.24,Moderate,Medium,1.26,100.0,0,272,Medium,MONITOR_WASTAGE,Healthy,68.64,2,Marketing,Medium,Operational health is 68.6/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0367,Franchise Outlet 0367,75.35,Meets Expectations,Low,Balanced,61.98,Moderate,Low,1.86,35.0,0,1087,Medium,REORDER,Low,58.57,2,Inventory,Medium,Operational health is 58.6/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,087 replenishment units before the next demand cycle."
OUT0368,Franchise Outlet 0368,55.71,Needs Improvement,High,Overstaffed,48.44,Moderate,Medium,1.32,100.0,0,255,Medium,MONITOR_WASTAGE,Healthy,66.45,2,Marketing,Medium,Operational health is 66.5/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0369,Franchise Outlet 0369,79.05,Meets Expectations,Medium,Understaffed,66.28,Moderate,Low,1.81,100.0,0,1178,Low,NO_ACTION,Healthy,80.87,1,Marketing,Medium,Operational health is 80.9/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0370,Franchise Outlet 0370,94.0,Top Performer,Medium,Understaffed,68.23,Moderate,Medium,2.19,100.0,0,768,Low,NO_ACTION,Healthy,86.78,1,Marketing,Medium,Operational health is 86.8/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0371,Franchise Outlet 0371,73.78,Meets Expectations,Low,Balanced,58.87,Moderate,Low,1.43,35.0,0,916,Medium,REORDER,Low,56.93,2,Inventory,Medium,Operational health is 56.9/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 916 replenishment units before the next demand cycle.
OUT0372,Franchise Outlet 0372,66.09,Needs Improvement,High,Overstaffed,60.89,Moderate,Low,1.55,100.0,0,164,Low,NO_ACTION,Healthy,74.44,2,Marketing,Medium,Operational health is 74.4/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0373,Franchise Outlet 0373,86.98,Meets Expectations,Medium,Understaffed,61.45,Moderate,Low,2.16,100.0,0,745,Medium,MONITOR_WASTAGE,Healthy,81.95,1,Marketing,Medium,Operational health is 82.0/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0374,Franchise Outlet 0374,74.77,Meets Expectations,Low,Balanced,52.86,Moderate,Low,1.63,35.0,0,809,Medium,REORDER,Low,55.17,2,Inventory,High,Operational health is 55.2/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 809 replenishment units before the next demand cycle.
OUT0375,Franchise Outlet 0375,91.9,Top Performer,Medium,Understaffed,62.49,Moderate,Low,2.34,35.0,0,1809,Medium,REORDER,Low,64.54,2,Inventory,Medium,Operational health is 64.5/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,809 replenishment units before the next demand cycle."
OUT0376,Franchise Outlet 0376,76.28,Meets Expectations,Low,Balanced,57.03,Moderate,Low,1.84,35.0,0,1541,Medium,REORDER,Low,57.16,2,Inventory,Medium,Operational health is 57.2/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,541 replenishment units before the next demand cycle."
OUT0377,Franchise Outlet 0377,76.34,Meets Expectations,Medium,Understaffed,55.05,Moderate,Low,1.71,10.0,1,1318,High,URGENT_REORDER,Critical,48.99,2,Inventory,High,Operational health is 49.0/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,"Complete the inventory action and plan 1,318 replenishment units before the next demand cycle."
OUT0378,Franchise Outlet 0378,91.13,Top Performer,Medium,Understaffed,63.83,Moderate,Low,2.32,35.0,0,2314,Medium,REORDER,Low,64.74,2,Inventory,Medium,Operational health is 64.7/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,314 replenishment units before the next demand cycle."
OUT0379,Franchise Outlet 0379,91.17,Top Performer,Medium,Understaffed,57.35,Moderate,Low,2.36,100.0,0,891,Low,NO_ACTION,Healthy,81.98,1,Marketing,Medium,Operational health is 82.0/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0380,Franchise Outlet 0380,66.58,Meets Expectations,Medium,Overstaffed,53.41,Moderate,Medium,1.28,35.0,0,639,Medium,REORDER,Low,52.5,3,Inventory,High,Operational health is 52.5/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 639 replenishment units before the next demand cycle.
OUT0381,Franchise Outlet 0381,95.31,Top Performer,Medium,Understaffed,66.55,Moderate,Medium,2.23,35.0,0,3484,Medium,REORDER,Low,67.15,2,Inventory,Medium,Operational health is 67.2/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 3,484 replenishment units before the next demand cycle."
OUT0382,Franchise Outlet 0382,82.01,Meets Expectations,Medium,Understaffed,61.23,Moderate,Medium,2.37,100.0,0,887,Low,NO_ACTION,Healthy,80.13,1,Marketing,Medium,Operational health is 80.1/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0383,Franchise Outlet 0383,66.46,Meets Expectations,Medium,Overstaffed,52.65,Moderate,Medium,1.75,100.0,0,333,Medium,MONITOR_WASTAGE,Healthy,71.69,2,Marketing,Medium,Operational health is 71.7/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0384,Franchise Outlet 0384,58.09,Needs Improvement,High,Overstaffed,51.46,Moderate,Low,1.23,100.0,0,384,Low,NO_ACTION,Healthy,68.34,2,Marketing,Medium,Operational health is 68.3/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0385,Franchise Outlet 0385,64.31,Needs Improvement,High,Overstaffed,58.12,Moderate,Low,1.38,100.0,0,648,Low,NO_ACTION,Healthy,72.85,2,Marketing,Medium,Operational health is 72.8/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0386,Franchise Outlet 0386,93.6,Top Performer,Medium,Understaffed,72.99,Moderate,Low,2.57,100.0,0,3083,Medium,MONITOR_WASTAGE,Healthy,88.31,0,Marketing,Medium,Operational health is 88.3/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0387,Franchise Outlet 0387,58.81,Needs Improvement,High,Overstaffed,50.03,Moderate,Medium,1.34,35.0,0,665,Medium,REORDER,Low,48.59,3,Inventory,High,Operational health is 48.6/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 665 replenishment units before the next demand cycle.
OUT0388,Franchise Outlet 0388,87.41,Meets Expectations,Medium,Understaffed,60.59,Moderate,Low,1.89,35.0,0,1053,Medium,REORDER,Low,62.3,2,Inventory,Medium,Operational health is 62.3/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,053 replenishment units before the next demand cycle."
OUT0389,Franchise Outlet 0389,64.21,Needs Improvement,High,Overstaffed,58.72,Moderate,Low,1.12,35.0,0,503,Medium,REORDER,Low,53.53,3,Inventory,High,Operational health is 53.5/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 503 replenishment units before the next demand cycle.
OUT0390,Franchise Outlet 0390,87.18,Meets Expectations,Medium,Understaffed,68.71,Moderate,Low,1.59,10.0,1,2682,High,URGENT_REORDER,Critical,57.56,2,Inventory,High,Operational health is 57.6/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,"Complete the inventory action and plan 2,682 replenishment units before the next demand cycle."
OUT0391,Franchise Outlet 0391,86.96,Meets Expectations,Medium,Understaffed,47.1,Moderate,Medium,1.45,35.0,0,484,Medium,REORDER,Low,57.42,2,Inventory,High,Operational health is 57.4/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 484 replenishment units before the next demand cycle.
OUT0392,Franchise Outlet 0392,71.09,Meets Expectations,Low,Balanced,53.76,Moderate,Low,1.16,100.0,0,475,Low,NO_ACTION,Healthy,73.7,1,Marketing,Medium,Operational health is 73.7/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0393,Franchise Outlet 0393,90.06,Meets Expectations,Medium,Understaffed,49.34,Moderate,Medium,1.3,100.0,0,460,Medium,MONITOR_WASTAGE,Healthy,78.79,1,Marketing,Medium,Operational health is 78.8/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0394,Franchise Outlet 0394,83.01,Meets Expectations,Medium,Understaffed,47.86,Moderate,Medium,1.41,35.0,0,740,Medium,REORDER,Low,56.3,2,Inventory,High,Operational health is 56.3/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 740 replenishment units before the next demand cycle.
OUT0395,Franchise Outlet 0395,93.02,Top Performer,Medium,Understaffed,70.85,Moderate,Low,3.03,100.0,0,916,Low,NO_ACTION,Healthy,87.35,0,Marketing,Low,Operational health is 87.3/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0396,Franchise Outlet 0396,80.82,Meets Expectations,Medium,Understaffed,54.28,Moderate,Medium,1.93,100.0,0,908,Medium,MONITOR_WASTAGE,Healthy,77.28,1,Marketing,Medium,Operational health is 77.3/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0397,Franchise Outlet 0397,71.72,Meets Expectations,Low,Balanced,50.47,Moderate,Medium,1.59,100.0,0,786,Low,NO_ACTION,Healthy,72.77,1,Marketing,Medium,Operational health is 72.8/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0398,Franchise Outlet 0398,81.98,Meets Expectations,Medium,Understaffed,65.73,Moderate,Low,1.42,10.0,1,2090,High,URGENT_REORDER,Critical,54.7,2,Inventory,High,Operational health is 54.7/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,"Complete the inventory action and plan 2,090 replenishment units before the next demand cycle."
OUT0399,Franchise Outlet 0399,58.52,Needs Improvement,High,Overstaffed,49.47,Moderate,Medium,1.2,100.0,0,251,Low,NO_ACTION,Healthy,67.8,2,Marketing,Medium,Operational health is 67.8/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0400,Franchise Outlet 0400,66.95,Meets Expectations,Medium,Overstaffed,61.78,Moderate,Low,1.56,100.0,0,433,Low,NO_ACTION,Healthy,75.06,2,Marketing,Medium,Operational health is 75.1/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0401,Franchise Outlet 0401,91.45,Top Performer,Medium,Understaffed,67.19,Moderate,Low,2.42,35.0,0,1719,Medium,REORDER,Low,66.02,2,Inventory,Medium,Operational health is 66.0/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,719 replenishment units before the next demand cycle."
OUT0402,Franchise Outlet 0402,70.86,Meets Expectations,Low,Balanced,52.04,Moderate,Medium,1.39,100.0,0,512,Low,NO_ACTION,Healthy,73.02,1,Marketing,Medium,Operational health is 73.0/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0403,Franchise Outlet 0403,66.22,Meets Expectations,Medium,Overstaffed,54.27,Moderate,Low,1.41,35.0,0,825,Medium,REORDER,Low,52.67,3,Inventory,High,Operational health is 52.7/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 825 replenishment units before the next demand cycle.
OUT0404,Franchise Outlet 0404,53.61,Needs Improvement,High,Overstaffed,45.73,Moderate,Medium,1.17,10.0,1,294,High,URGENT_REORDER,Critical,37.77,3,Inventory,High,Operational health is 37.8/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,Complete the inventory action and plan 294 replenishment units before the next demand cycle.
OUT0405,Franchise Outlet 0405,60.76,Needs Improvement,High,Overstaffed,43.9,Moderate,Medium,1.31,35.0,0,621,Medium,REORDER,Low,47.13,3,Inventory,High,Operational health is 47.1/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 621 replenishment units before the next demand cycle.
OUT0406,Franchise Outlet 0406,93.35,Top Performer,Medium,Understaffed,66.75,Moderate,Low,2.05,100.0,0,1429,Medium,MONITOR_WASTAGE,Healthy,86.04,1,Marketing,Medium,Operational health is 86.0/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0407,Franchise Outlet 0407,70.04,Meets Expectations,Medium,Overstaffed,61.96,Moderate,Low,2.12,35.0,0,943,Medium,REORDER,Low,56.7,2,Inventory,Medium,Operational health is 56.7/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 943 replenishment units before the next demand cycle.
OUT0408,Franchise Outlet 0408,62.84,Needs Improvement,High,Overstaffed,50.75,Moderate,Medium,1.16,100.0,0,663,Medium,MONITOR_WASTAGE,Healthy,69.76,2,Marketing,Medium,Operational health is 69.8/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0409,Franchise Outlet 0409,58.24,Needs Improvement,High,Overstaffed,50.48,Moderate,Medium,1.14,100.0,0,0,Low,NO_ACTION,Healthy,68.05,2,Marketing,Medium,Operational health is 68.0/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0410,Franchise Outlet 0410,74.24,Meets Expectations,Low,Balanced,57.48,Moderate,Low,1.27,100.0,0,712,Low,NO_ACTION,Healthy,76.1,1,Marketing,Medium,Operational health is 76.1/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0411,Franchise Outlet 0411,71.1,Meets Expectations,Medium,Overstaffed,56.48,Moderate,Medium,1.25,100.0,0,750,Medium,MONITOR_WASTAGE,Healthy,74.65,1,Marketing,Medium,Operational health is 74.7/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0412,Franchise Outlet 0412,93.02,Top Performer,Medium,Understaffed,60.11,Moderate,Medium,1.93,35.0,0,2012,Medium,REORDER,Low,64.1,2,Inventory,Medium,Operational health is 64.1/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,012 replenishment units before the next demand cycle."
OUT0413,Franchise Outlet 0413,84.57,Meets Expectations,Medium,Understaffed,68.9,Moderate,Low,2.55,10.0,1,2860,High,URGENT_REORDER,Critical,56.71,2,Inventory,High,Operational health is 56.7/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,"Complete the inventory action and plan 2,860 replenishment units before the next demand cycle."
OUT0414,Franchise Outlet 0414,63.44,Needs Improvement,High,Overstaffed,50.36,Moderate,Medium,1.73,35.0,0,1086,Medium,REORDER,Low,50.33,3,Inventory,High,Operational health is 50.3/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,086 replenishment units before the next demand cycle."
OUT0415,Franchise Outlet 0415,69.4,Meets Expectations,Medium,Overstaffed,46.96,Moderate,Medium,1.29,35.0,0,940,Medium,REORDER,Low,51.23,3,Inventory,High,Operational health is 51.2/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 940 replenishment units before the next demand cycle.
OUT0416,Franchise Outlet 0416,89.72,Meets Expectations,Medium,Understaffed,55.23,Moderate,Low,2.02,10.0,1,1201,High,URGENT_REORDER,Critical,53.73,2,Inventory,High,Operational health is 53.7/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is urgent reorder.,"Complete the inventory action and plan 1,201 replenishment units before the next demand cycle."
OUT0417,Franchise Outlet 0417,60.6,Needs Improvement,High,Overstaffed,52.47,Moderate,Medium,1.48,35.0,0,544,Medium,REORDER,Low,50.07,3,Inventory,High,Operational health is 50.1/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 544 replenishment units before the next demand cycle.
OUT0418,Franchise Outlet 0418,77.11,Meets Expectations,Low,Balanced,57.79,Moderate,Low,1.23,100.0,0,1010,Medium,MONITOR_WASTAGE,Healthy,77.22,1,Marketing,Medium,Operational health is 77.2/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0419,Franchise Outlet 0419,93.92,Top Performer,Medium,Understaffed,76.12,High Performing,Low,2.68,35.0,0,2234,Medium,REORDER,Low,70.01,1,Inventory,Medium,Operational health is 70.0/100 with 1 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,234 replenishment units before the next demand cycle."
OUT0420,Franchise Outlet 0420,77.88,Meets Expectations,Low,Balanced,57.48,Moderate,Low,2.29,35.0,0,1328,Medium,REORDER,Low,57.88,2,Inventory,Medium,Operational health is 57.9/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 1,328 replenishment units before the next demand cycle."
OUT0421,Franchise Outlet 0421,60.48,Needs Improvement,High,Overstaffed,51.32,Moderate,Low,1.0,100.0,0,49,Medium,MONITOR_WASTAGE,Healthy,69.13,2,Marketing,Medium,Operational health is 69.1/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0422,Franchise Outlet 0422,94.54,Top Performer,Medium,Understaffed,79.64,High Performing,Low,2.78,100.0,0,1109,Low,NO_ACTION,Healthy,90.96,0,Marketing,Low,Operational health is 91.0/100 with 0 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0423,Franchise Outlet 0423,92.92,Top Performer,Medium,Understaffed,64.89,Moderate,Low,2.66,35.0,0,2161,Medium,REORDER,Low,65.73,2,Inventory,Medium,Operational health is 65.7/100 with 2 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,"Complete the inventory action and plan 2,161 replenishment units before the next demand cycle."
OUT0424,Franchise Outlet 0424,59.57,Needs Improvement,High,Overstaffed,53.85,Moderate,Low,1.15,35.0,0,514,Medium,REORDER,Low,50.2,3,Inventory,High,Operational health is 50.2/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 514 replenishment units before the next demand cycle.
OUT0425,Franchise Outlet 0425,56.57,Needs Improvement,High,Overstaffed,47.56,Moderate,Medium,1.21,100.0,0,134,Low,NO_ACTION,Healthy,66.45,2,Marketing,Medium,Operational health is 66.5/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0426,Franchise Outlet 0426,89.5,Meets Expectations,Medium,Understaffed,55.39,Moderate,Low,2.09,100.0,0,1117,Medium,MONITOR_WASTAGE,Healthy,80.71,1,Marketing,Medium,Operational health is 80.7/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0427,Franchise Outlet 0427,66.02,Needs Improvement,High,Overstaffed,52.08,Moderate,Low,1.34,35.0,0,521,Medium,REORDER,Low,51.83,3,Inventory,High,Operational health is 51.8/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 521 replenishment units before the next demand cycle.
OUT0428,Franchise Outlet 0428,90.92,Meets Expectations,Medium,Understaffed,60.48,Moderate,Low,2.09,100.0,0,838,Medium,MONITOR_WASTAGE,Healthy,82.99,1,Marketing,Medium,Operational health is 83.0/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0429,Franchise Outlet 0429,67.52,Meets Expectations,Medium,Overstaffed,59.2,Moderate,Medium,1.22,100.0,0,739,Low,NO_ACTION,Healthy,74.35,2,Marketing,Medium,Operational health is 74.3/100 with 2 component(s) below 70. The weakest area is marketing; the current inventory action is no action.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0430,Franchise Outlet 0430,65.92,Needs Improvement,High,Overstaffed,58.16,Moderate,Low,1.18,35.0,0,658,Medium,REORDER,Low,53.93,3,Inventory,High,Operational health is 53.9/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 658 replenishment units before the next demand cycle.
OUT0431,Franchise Outlet 0431,84.67,Meets Expectations,Medium,Understaffed,53.63,Moderate,Medium,1.89,100.0,0,782,Medium,MONITOR_WASTAGE,Healthy,78.4,1,Marketing,Medium,Operational health is 78.4/100 with 1 component(s) below 70. The weakest area is marketing; the current inventory action is monitor wastage.,"Review campaign ROI and engagement by campaign type, and reallocate spend to the strongest conversion sources."
OUT0432,Franchise Outlet 0432,64.9,Needs Improvement,High,Overstaffed,53.13,Moderate,Low,1.06,35.0,0,615,Medium,REORDER,Low,51.81,3,Inventory,High,Operational health is 51.8/100 with 3 component(s) below 70. The weakest area is inventory; the current inventory action is reorder.,Complete the inventory action and plan 615 replenishment units before the next demand cycle.
